유동비율,자기자본이익률,자기자본성장률,총자산회전율,매출총이익성장률,총자산이익률,label
1070.53,0.01,10.64,0.0,81.61,0.01,0
123.78,-1.27,-5.49,35.23,-1.22,-0.57,0
1225.2,4.25,13.67,13.5,10.31,4.07,0
112.22,1.05,-0.16,21.91,-11.2,0.29,0
377.08,2.72,26.87,16.34,-0.33,1.81,0
79.16,1.57,14.16,8.18,22.92,0.98,0
109.95,-0.26,-4.17,25.21,-3.67,-0.11,0
345.0,-22.02,-16.41,25.61,22.66,-12.95,0
53.56,2.52,25.37,0.0,-27.17,1.37,0
79.51,0.42,0.57,28.28,4.32,0.2,0
182.9,1.54,3.03,0.0,-3.93,0.79,0
119.42,-4.88,29.29,7.97,-25.05,-2.92,0
244.6,0.84,2.87,13.8,50.13,0.7,0
231.3,3.55,8.77,13.97,15.69,2.75,0
166.16,7.14,32.31,0.0,760.97,3.79,0
284.71,1.79,11.37,20.03,3.4,1.11,0
103.18,-26.44,12.03,0.0,-3.91,-12.93,0
1573.15,-1.48,65.89,2.89,-74.95,-1.07,0
90.78,-16.78,-48.56,0.0,-69.97,-5.58,0
585.1,2.18,9.58,10.93,16.62,1.95,0
34.62,0.04,0.11,0.0,522.12,0.02,0
109.5,-1.28,-8.7,0.0,-9.01,-0.58,0
111.54,0.62,1.48,28.47,-10.7,0.17,0
1487.44,0.0,6.52,3.38,-19.6,0.0,0
544.05,2.87,11.54,0.0,29.65,2.52,0
384.15,-0.3,-2.72,0.0,-49.91,-0.27,0
250.83,0.44,1.75,0.0,2.47,0.27,0
118.04,-5.93,-21.27,0.0,-322.19,-3.47,0
96.97,0.57,1.85,0.0,-9.86,0.38,0
973.11,0.0,68.7,9.86,-55.91,0.0,0
44.88,-11.04,-36.43,0.0,-197.68,-5.13,0
109.86,0.25,0.92,0.0,-7.9,0.1,0
855.99,-0.18,-1.54,5.47,-40.38,-0.16,0
74.47,-2.23,-9.97,12.77,1.03,-0.79,0
221.0,-20.31,309.28,18.59,6.53,-7.37,0
238.16,-1.42,45.5,15.16,26.78,-0.99,0
176.87,-11.17,-37.17,9.47,-53.62,-9.53,0
193.66,0.0,279.78,33.39,19.63,0.0,0
268.54,1.12,3.44,0.0,31.8,0.9,0
417.48,-0.37,-1.5,0.0,-18.78,-0.27,0
71.69,-0.16,8.46,5.04,-73.45,-0.09,0
103.22,3.75,36.74,21.59,96.42,1.05,0
28.6,-7.96,4.18,0.0,749.23,-2.73,0
690.67,-10.74,-25.89,14.59,760.97,-5.4,0
88.51,1.94,2.1,27.59,-24.75,0.91,0
93.43,3.29,4.4,0.0,17.39,2.15,0
86.52,4.81,18.26,20.22,371.92,1.61,0
70.48,-34.34,-19.28,3.77,-77.31,-12.95,0
385.45,6.17,31.54,0.0,28.26,4.76,0
246.34,-0.8,-3.1,4.99,19.57,-0.7,0
1221.17,1.13,2.79,0.0,-18.93,1.06,0
534.69,2.6,9.32,18.34,19.68,2.26,0
170.3,1.18,2.91,18.9,-27.31,0.75,0
91.08,0.04,31.81,0.0,51.97,0.03,1
270.95,0.3,0.07,0.0,-17.29,0.26,0
88.61,-3.62,-12.43,38.99,75.76,1.43,0
80.66,1.49,19.43,21.26,14.86,0.71,0
214.23,0.06,-1.15,37.77,-39.88,0.04,0
508.22,1.78,2.08,0.0,4.23,1.59,0
115.82,-15.23,-39.21,23.69,-36.79,-9.12,0
123.22,1.98,67.79,0.0,88.66,0.74,0
2029.62,-12.28,309.28,0.24,-41.64,-10.83,1
576.78,-2.64,-10.11,5.95,12.75,-2.25,0
327.03,1.24,1.48,20.44,-22.66,0.89,0
82.89,-21.23,-52.54,6.02,-101.36,-11.72,0
140.16,3.88,20.53,0.0,33.23,1.91,0
981.16,1.67,6.52,0.0,-15.14,1.53,0
126.67,-1.49,-8.05,41.73,9.59,-0.66,0
471.12,1.43,3.35,20.16,-2.84,1.25,0
89.81,1.48,2.66,0.0,-18.49,0.7,0
262.77,-1.22,-5.38,0.0,-29.23,-0.62,0
80.47,-2.57,-15.61,27.71,-45.9,-0.73,0
98.47,-25.48,-72.95,0.0,14.59,-6.48,0
167.19,-17.86,-6.59,5.89,-15.24,-11.45,0
94.21,2.06,6.51,0.0,-9.6,1.47,0
98.78,-0.78,-2.65,16.35,-3.38,-0.44,0
801.82,1.42,15.9,0.0,14.33,1.33,0
129.53,-0.07,-0.6,19.09,-0.87,-0.03,0
1182.51,3.01,7.66,0.0,2.02,2.71,0
111.42,-12.78,-39.26,0.0,-160.79,-5.94,0
155.2,1.54,3.14,0.0,8.22,0.95,0
176.22,0.0,7.57,16.4,54.46,0.0,0
305.18,-3.16,-11.05,0.0,-13.53,-2.38,0
83.9,2.92,18.67,0.0,-5.98,1.62,0
575.52,0.54,1.6,0.0,2.07,0.48,0
31.96,0.34,-0.42,27.31,-7.33,0.25,0
48.1,-3.17,27.31,11.62,404.06,-1.1,1
171.08,0.0,138.97,15.59,116.53,0.0,0
433.84,2.3,4.77,0.0,12.67,1.91,0
271.56,0.49,69.19,38.77,28.48,0.31,0
149.24,0.89,-2.72,7.85,122.56,0.35,1
133.82,-2.09,16.09,0.0,-18.84,-0.91,0
70.78,0.28,0.86,0.0,7.63,0.12,0
83.96,0.0,4.17,21.8,-2.26,0.0,0
147.77,1.85,6.8,0.0,9.88,1.21,0
61.33,-5.62,-19.17,14.12,-3.84,-3.27,0
121.9,0.16,0.36,0.0,4.15,0.08,0
64.35,-0.41,-1.97,10.25,27.76,-0.11,0
108.96,1.54,3.12,18.19,61.71,0.84,0
206.45,-0.66,-4.4,12.76,-41.89,-0.45,0
714.12,3.95,-21.93,0.0,-3.88,3.47,0
130.91,-2.2,33.8,0.0,1.78,-0.98,0
1875.71,-1.13,-8.79,0.0,-21.6,-1.02,0
222.03,3.97,13.45,0.0,6.46,2.68,0
148.28,2.93,8.26,0.0,45.86,2.15,0
140.93,0.96,3.85,0.0,-6.7,0.6,0
115.58,8.42,40.52,20.47,66.69,4.95,0
129.1,-1.89,-7.33,0.0,-56.44,-1.35,0
115.3,0.0,-27.97,0.0,-77.1,0.0,0
128.4,-9.58,-26.96,0.0,-1.09,-5.2,0
218.94,5.02,21.22,0.0,4.95,3.63,0
85.37,-9.85,-27.92,8.77,-81.68,-3.55,0
78.73,3.02,4.59,14.89,-8.43,2.09,0
1666.4,0.0,89.82,14.71,-30.81,0.0,0
32.3,-15.21,-39.18,0.0,-61.84,-4.8,1
43.05,-5.26,-4.94,0.0,-47.72,-2.32,0
78.57,0.0,-1.65,22.96,-8.71,0.0,0
133.63,-9.12,-31.58,0.0,-212.11,-5.19,0
438.05,-4.37,309.28,0.0,-4.4,-2.7,0
87.29,-0.7,-3.22,0.0,-32.0,-0.34,0
99.59,2.07,36.65,42.39,3.96,0.69,0
2029.62,3.41,6.42,0.0,43.26,3.22,0
1234.66,2.14,5.24,0.0,-6.79,1.97,0
54.14,0.16,1.82,23.5,-1.79,0.07,0
535.67,0.0,25.18,0.0,16.88,0.0,0
58.51,-0.59,-20.65,6.71,-6.6,-0.33,0
210.76,3.53,6.5,29.64,0.75,2.12,0
490.7,0.0,12.26,0.0,-29.04,0.0,0
40.69,0.57,-5.73,0.0,-20.27,0.35,0
58.33,1.2,3.39,0.0,3.27,0.6,0
130.48,-2.78,-11.18,0.0,7.23,-1.52,0
50.08,-14.77,44.86,10.73,21.27,-8.49,1
115.7,1.87,7.68,0.0,-322.19,0.97,0
216.96,-6.15,-21.9,0.0,-65.72,-4.19,0
123.84,6.24,282.48,0.0,27.1,1.87,0
265.02,2.56,2.62,0.0,-4.1,2.14,0
137.59,2.28,8.25,0.0,21.38,1.47,0
160.33,10.73,148.5,0.0,532.7,6.4,0
222.3,-0.94,1.51,0.0,-0.13,-0.59,0
344.72,2.94,5.63,0.0,9.91,2.5,0
180.48,1.12,6.48,4.39,76.98,0.75,0
323.6,-0.25,-1.9,0.0,-74.74,-0.2,0
157.85,-6.18,-15.01,2.77,-91.14,-4.84,0
67.83,-0.59,2.24,9.5,-24.74,-0.3,0
156.38,-23.49,-72.95,8.63,-199.49,-4.98,0
115.96,0.04,3.54,0.0,45.7,0.02,0
127.04,0.18,24.69,16.46,-16.76,0.11,0
262.88,-4.98,-19.43,0.0,22.34,-0.91,0
388.26,4.88,21.7,21.11,39.6,4.31,0
546.81,-4.07,-6.22,9.52,-322.19,-1.7,0
127.41,2.32,25.3,0.0,38.41,0.97,0
138.6,0.2,0.08,0.0,-22.49,0.13,0
121.78,0.87,0.71,0.0,1.02,0.39,0
215.59,2.34,4.6,21.47,7.01,1.55,1
199.38,1.42,4.95,32.94,-10.72,0.89,0
1226.02,2.3,7.62,0.0,0.98,2.17,0
87.75,4.86,21.22,0.0,-19.42,2.76,0
172.07,-5.14,-17.77,0.0,24.95,-3.22,0
122.54,6.49,28.81,0.0,-22.07,2.78,0
41.3,-34.34,-62.31,0.0,-1.61,-12.95,0
31.45,-34.34,-12.0,0.0,-45.88,-11.02,0
91.22,0.0,38.29,27.08,43.71,0.0,0
62.05,0.54,1.18,3.89,9.58,0.33,0
127.47,1.36,3.12,0.0,-25.08,0.72,0
101.29,1.43,4.92,21.86,-7.22,0.82,0
131.07,-0.38,71.11,24.29,-62.69,-0.18,0
100.6,-0.56,-0.47,11.28,4.85,-0.31,0
73.35,-34.34,-72.95,3.2,-73.69,-12.95,1
74.05,2.29,8.17,0.0,11.29,0.72,0
93.5,3.52,19.16,0.0,104.09,2.57,0
694.42,4.0,2.77,9.01,-4.14,3.06,0
79.48,3.25,7.57,42.06,24.31,0.73,0
75.52,-8.44,-72.95,0.0,138.22,-5.15,0
79.41,0.19,-2.46,0.0,0.88,0.08,0
805.68,-10.38,-34.19,0.51,-82.32,-8.29,0
127.18,0.71,0.32,0.0,-18.05,0.42,0
63.0,6.48,-4.07,25.18,3.89,2.85,0
157.45,5.63,16.77,0.0,3.6,4.1,0
200.21,4.67,18.78,0.0,88.5,3.46,0
759.82,0.0,309.28,29.32,61.02,0.0,0
93.23,-1.36,19.15,0.0,-322.19,-0.55,0
336.97,1.78,4.24,0.0,-15.18,1.39,0
855.8,2.69,9.95,0.0,-11.15,2.42,0
268.94,5.61,21.43,37.12,22.0,4.63,0
189.75,0.31,23.25,43.42,66.35,0.19,0
126.1,-1.48,-5.53,0.0,-18.55,-0.87,1
232.24,2.56,9.77,0.0,31.27,2.0,0
1424.58,-11.37,-37.2,0.0,-9.53,-10.76,0
28.6,-8.15,-26.25,0.0,74.97,-5.24,0
70.09,-7.38,34.25,0.0,8.79,-3.29,0
117.79,3.5,10.82,0.0,-1.38,1.42,0
86.02,-34.34,-72.95,0.0,278.44,-12.95,0
326.14,2.91,5.79,0.0,1.93,2.24,0
153.24,-5.7,-19.29,0.0,-87.67,-3.89,1
149.88,5.07,14.83,0.0,23.76,2.03,0
224.3,10.73,72.07,0.0,83.35,6.4,0
180.45,0.3,1.78,29.72,33.02,0.2,0
328.01,-3.14,-18.31,11.13,-41.49,-2.37,0
171.87,5.12,24.47,0.0,12.89,3.56,0
235.95,4.85,12.18,17.48,-24.64,3.95,0
300.55,0.79,3.45,8.09,-16.59,0.7,1
942.45,0.44,0.99,0.0,-2.95,0.41,0
523.43,0.0,0.36,16.13,-4.93,0.0,0
57.14,1.18,-7.56,24.5,-4.72,0.67,0
338.95,0.0,4.54,20.02,54.46,0.0,0
65.84,-3.41,-14.04,0.0,-18.35,-1.15,0
296.3,-1.44,-5.76,0.0,102.05,-0.84,0
611.32,0.42,-0.03,14.3,-6.75,0.35,0
58.15,0.4,2.24,0.0,1.69,0.15,0
2029.62,0.5,2.68,3.27,-21.37,0.5,0
144.1,9.98,67.39,0.0,31.88,6.4,0
589.89,0.0,1.29,18.14,-62.07,0.0,0
260.85,0.0,28.97,31.84,5.07,0.0,0
150.24,1.03,5.14,0.0,-9.6,0.52,0
263.9,2.08,6.16,0.0,16.62,1.42,0
195.91,-7.91,-20.07,0.0,100.8,-6.89,0
157.56,0.18,-0.34,0.0,-7.21,0.11,0
1004.74,0.19,30.75,0.0,32.21,0.13,0
278.25,0.0,8.56,39.35,5.85,0.0,0
286.92,6.41,26.58,0.0,18.4,3.09,0
389.18,0.25,-0.28,0.0,-7.58,0.21,0
126.86,-6.36,-7.4,0.0,14.59,-3.94,0
77.89,-3.39,12.77,13.6,-61.09,-1.46,0
172.58,0.23,1.4,29.19,15.82,0.13,0
512.35,0.0,299.18,0.0,17.87,0.0,0
177.08,-2.1,-6.38,18.81,-39.03,-0.95,0
174.04,-13.29,-41.3,23.86,6.3,-8.76,0
520.76,5.79,19.73,0.0,-7.96,5.04,0
2029.62,-5.68,-18.2,0.0,116.31,-5.37,0
95.09,2.02,14.59,35.44,14.59,0.72,0
98.47,0.0,-16.92,32.81,-50.19,0.0,0
940.37,-2.18,-4.1,0.0,9.47,-1.97,0
67.76,0.89,4.65,22.53,-52.63,0.35,0
199.27,0.61,17.03,23.01,5.1,0.39,0
76.96,0.26,3.83,11.13,-9.32,0.17,0
265.19,0.0,1.92,20.97,-1.39,0.0,0
150.76,0.08,37.17,23.17,-240.67,0.06,0
626.98,2.2,8.48,0.0,10.4,1.78,0
47.2,-5.52,-18.17,0.0,-51.84,-2.4,0
170.75,2.96,8.36,0.0,33.11,2.03,0
100.42,2.54,11.29,0.0,20.63,1.36,0
145.88,4.92,21.48,0.0,56.76,2.64,0
674.7,3.9,15.6,0.0,19.12,2.82,0
86.11,-2.56,0.24,0.0,2.53,-1.26,0
704.06,0.59,3.48,21.76,19.56,0.51,0
126.67,-1.83,82.83,14.42,68.6,-0.88,0
343.44,-1.01,-11.44,0.0,-47.06,-0.85,0
472.77,4.9,20.54,0.0,22.59,4.06,0
170.74,4.11,16.44,0.0,90.69,3.11,0
694.02,0.0,105.46,0.0,52.51,0.0,0
65.36,-2.15,-10.06,0.0,-5.21,-0.88,0
101.21,1.3,-14.1,27.34,23.72,0.44,0
332.79,3.83,28.5,0.0,10.36,2.83,0
168.08,0.64,32.2,0.0,38.62,0.41,0
104.07,0.61,2.93,0.0,60.43,0.4,0
87.45,1.4,9.34,12.76,2.83,0.91,0
74.37,-7.85,-30.92,0.0,-114.07,-1.53,0
262.65,4.09,92.16,23.42,2.78,2.82,0
129.47,0.0,-29.28,13.05,86.19,0.0,0
1674.88,-12.1,-37.72,0.68,-54.74,-6.67,0
76.2,-9.05,31.28,47.4,288.79,-1.42,0
146.36,1.25,3.12,0.0,-2.52,0.89,0
546.79,0.65,0.76,13.83,-25.52,0.54,0
309.98,2.97,1.94,53.8,-14.46,2.1,0
143.95,1.68,3.93,53.8,23.69,0.58,0
194.09,0.4,35.51,13.62,-40.56,0.28,0
926.59,2.26,5.82,29.85,26.74,2.06,0
169.43,10.73,63.85,18.92,2.49,6.4,0
742.93,0.54,8.37,16.61,-7.55,0.43,0
57.71,0.61,18.91,4.01,2.45,0.52,0
75.55,-0.94,-5.84,0.0,5.87,-0.51,0
1623.1,1.15,2.66,0.0,-26.32,1.1,0
153.64,0.27,0.15,20.13,-30.92,0.16,0
383.76,0.39,-2.01,0.0,-22.74,0.35,0
75.15,-6.02,-21.18,0.0,-144.0,-1.93,0
981.85,1.41,1.01,0.0,-3.64,1.27,0
810.14,4.76,23.68,0.0,20.67,4.24,0
1990.54,0.37,0.67,0.0,-36.91,0.34,0
217.63,2.72,8.69,0.0,14.9,1.52,0
583.58,-25.59,-40.24,0.0,-74.85,-12.95,0
561.78,1.19,3.41,8.02,6.9,1.04,0
109.89,-23.27,-58.58,0.0,-163.52,-7.03,0
728.09,2.09,-65.24,0.0,-8.81,1.85,0
567.67,0.41,-0.17,0.0,-45.48,0.36,0
104.4,-0.77,3.2,0.0,51.94,-0.17,0
223.28,1.3,-0.9,0.0,-17.96,0.8,0
254.72,1.15,2.01,0.0,2.3,0.92,0
247.71,0.0,71.31,33.2,-3.86,0.0,0
1110.2,-1.88,-8.74,0.0,-1.11,-1.77,0
109.07,0.71,17.53,0.0,127.83,0.49,1
69.84,-6.34,-11.5,0.0,-322.19,-2.09,0
70.65,1.28,20.59,0.0,27.85,0.45,0
74.24,0.0,21.55,14.23,-12.78,0.0,0
472.07,3.32,7.28,16.46,8.14,2.8,0
68.83,-3.69,-14.18,0.0,-30.76,-1.29,0
1395.58,1.86,7.96,7.55,-2.66,1.77,0
286.95,1.99,7.09,0.0,-27.91,1.5,0
141.95,-0.1,-0.9,0.0,133.9,-0.06,0
393.07,0.0,3.64,10.25,34.84,0.0,0
152.71,-1.04,-4.61,0.0,-144.92,-0.8,0
127.44,-17.34,-50.31,15.61,-159.86,-7.5,0
51.74,-0.89,-11.06,0.0,12.53,-0.32,0
590.88,0.73,2.65,0.0,15.65,0.62,0
209.69,0.83,1.26,0.0,-11.99,0.72,0
97.45,0.3,-5.32,0.0,7.74,0.05,0
432.49,1.29,1.05,28.07,-6.83,0.95,0
130.37,0.79,8.53,0.0,-12.22,0.52,0
259.72,0.92,1.57,23.33,-13.75,0.74,0
200.95,-1.22,-1.15,19.3,7.02,-0.74,0
269.45,-6.96,145.6,0.0,6.49,-3.36,0
195.0,-0.93,-4.53,27.22,14.29,-0.59,0
90.03,0.74,1.37,0.0,-16.74,0.36,0
243.2,1.88,6.7,22.38,-4.83,1.49,0
182.7,0.27,0.79,0.0,-22.17,0.17,0
246.1,-0.54,-1.13,12.81,-168.71,-0.35,0
127.41,1.19,4.56,0.0,1.39,0.68,0
195.08,2.92,8.51,38.43,-1.86,1.77,0
165.84,-1.3,-5.2,21.74,82.17,-0.89,0
111.12,-8.77,-28.68,0.0,-63.11,-6.23,0
417.38,1.69,4.1,0.0,96.65,1.44,0
1403.14,-0.55,-2.08,0.0,-21.63,-0.46,0
85.91,2.16,9.65,0.0,-21.06,1.06,0
845.07,1.57,5.55,0.0,38.07,1.43,0
179.82,0.0,3.86,12.84,-9.53,0.0,0
38.7,-18.16,-12.21,0.0,-107.74,-7.36,0
133.83,1.09,-7.01,23.64,2.07,0.73,0
118.32,3.93,13.13,0.0,30.31,1.09,0
165.55,-10.2,-33.95,10.84,-18.14,-7.78,0
188.6,-0.76,-4.49,24.52,-21.08,-0.48,0
149.48,2.08,16.33,0.0,4.96,1.55,0
254.73,2.14,6.98,0.0,34.83,1.53,0
249.59,5.1,95.48,36.33,21.24,3.61,0
138.59,1.33,5.4,0.0,29.77,0.96,0
78.92,-34.34,-72.95,5.71,-11.21,-12.95,1
400.87,2.5,2.91,12.0,-48.17,2.15,0
102.72,1.1,-1.69,0.0,16.19,0.41,0
123.88,0.0,4.02,42.04,-11.27,0.0,0
71.23,-8.36,-7.66,0.0,-5.33,-1.91,0
128.28,0.71,-1.45,44.71,31.45,0.34,0
234.84,-7.54,-29.07,0.0,-16.25,-5.77,0
1160.49,1.42,6.19,0.0,2.89,1.3,1
276.56,2.24,8.77,26.77,26.91,1.47,1
165.82,-0.91,-6.04,0.0,-21.01,-0.54,0
75.93,1.22,2.69,24.51,-6.84,0.43,0
154.7,0.0,15.48,0.0,7.99,0.0,0
97.04,0.25,28.33,0.0,38.24,0.12,0
146.52,1.98,6.68,0.0,-5.17,0.81,0
85.01,-0.55,-3.43,0.0,-26.39,-0.3,0
169.02,0.49,15.22,16.77,-35.73,0.27,0
124.21,3.57,13.98,24.55,-33.11,1.04,0
534.1,0.56,1.55,0.0,-22.83,0.5,0
82.91,-4.16,-15.62,23.32,-80.73,-1.91,0
205.79,1.5,3.29,0.0,-58.16,0.96,0
489.4,3.7,19.96,0.0,28.06,2.69,0
77.17,1.08,2.39,53.8,21.21,0.32,0
137.4,2.67,7.8,29.23,35.09,1.67,0
108.74,-0.2,4.32,0.0,11.33,-0.1,0
77.99,-1.69,-6.88,0.0,-53.56,-0.84,0
80.87,5.42,15.99,17.32,26.23,1.86,0
1066.41,0.37,0.82,0.0,-5.52,0.32,0
314.75,3.86,8.51,23.64,3.06,3.0,0
81.06,0.0,-0.62,0.0,40.23,0.0,0
204.99,-8.04,-25.15,4.86,-34.52,-5.62,0
1045.09,0.56,-0.2,0.0,16.15,0.49,0
149.51,2.26,11.54,27.77,-13.5,1.13,0
85.64,9.16,105.72,0.0,-8.56,6.4,0
62.06,-3.25,-12.6,0.0,-60.38,-1.02,0
75.37,0.74,0.91,14.11,-20.3,0.32,0
33.11,-10.19,-43.91,8.9,1.48,-4.37,1
89.32,0.0,-2.63,10.74,-34.22,0.0,0
130.23,0.0,17.96,17.64,63.64,0.0,0
159.37,0.35,0.48,0.0,-38.6,0.17,0
236.97,-2.83,-10.76,5.47,5.75,-1.94,1
144.02,0.0,4.92,30.04,1.23,0.0,0
51.6,-2.81,-13.52,23.43,-4.0,-1.0,0
732.12,-6.68,85.66,0.0,-5.4,-4.74,0
118.47,1.0,3.25,28.11,68.76,0.52,0
108.37,-19.47,-45.9,2.33,-103.61,-12.46,0
602.73,-15.96,45.03,0.0,11.86,-8.6,0
196.5,0.0,5.15,22.17,17.42,0.0,0
275.44,2.69,10.66,0.0,70.41,2.03,0
241.7,1.14,1.8,0.0,3.37,0.92,0
118.02,-11.78,-27.78,14.86,312.07,-2.83,0
161.9,1.08,2.34,43.06,-6.27,0.69,0
179.07,0.47,0.77,21.68,16.75,0.31,0
239.74,0.95,18.5,0.0,1.75,0.73,0
405.3,1.38,5.46,30.32,7.85,0.9,0
664.38,1.3,3.81,0.0,-4.65,1.19,1
108.55,1.56,3.81,20.88,3.54,0.85,0
199.72,0.0,13.76,36.53,20.71,0.0,0
183.39,0.47,1.04,27.22,20.81,0.24,0
139.08,0.05,1.11,14.3,-34.93,0.03,0
200.09,1.02,2.02,14.98,4.91,0.86,0
85.55,0.8,5.8,0.0,15.84,0.37,0
131.48,-0.1,8.23,38.73,-7.9,-0.03,0
115.36,1.32,6.06,0.0,15.72,0.57,0
223.69,0.39,0.01,33.73,-12.14,0.23,0
28.6,-1.52,-5.48,3.24,-40.98,-0.66,0
745.4,-3.5,-7.9,0.0,20.94,-3.16,0
473.34,1.08,15.76,18.64,-3.52,0.8,0
260.58,0.51,-1.01,0.0,-23.48,0.31,0
57.89,0.0,18.29,0.0,3.22,0.0,0
77.46,2.61,8.85,53.8,20.49,1.15,0
179.84,0.85,-1.59,27.5,258.28,0.48,0
197.48,1.1,5.1,48.49,40.0,0.72,0
82.25,-1.94,-8.55,0.0,-65.58,-0.85,0
484.83,0.72,17.96,0.0,-4.73,0.61,0
421.56,0.73,3.19,0.0,-15.95,0.58,0
822.98,1.76,5.48,13.45,-0.15,1.58,0
342.15,0.0,4.73,13.43,4.03,0.0,0
67.32,6.9,13.61,53.8,11.45,2.35,0
88.2,0.32,0.39,24.21,35.52,0.09,0
51.32,-4.71,-18.08,0.0,106.47,-1.64,0
180.35,1.52,4.34,0.0,-24.36,0.85,0
135.14,6.03,22.0,0.0,29.59,3.58,0
621.29,1.95,6.9,0.0,40.44,1.73,0
127.81,1.77,6.69,19.94,-41.5,0.82,0
136.79,-9.48,8.49,0.0,-4.29,-5.77,0
166.57,-1.95,-5.47,0.0,7.1,-0.87,0
95.7,-1.2,-5.14,21.55,12.38,-0.47,0
292.48,1.99,4.05,0.0,24.41,1.75,0
78.79,0.59,-0.59,0.0,-15.41,0.26,0
128.63,0.0,3.84,14.51,19.55,0.0,0
166.7,-0.29,-0.51,0.0,-39.05,-0.21,0
226.55,0.0,20.36,31.79,8.23,0.0,0
1024.86,0.0,-3.05,5.2,4.7,0.0,0
485.39,2.81,9.31,0.0,-6.89,2.61,0
207.23,2.11,6.3,0.0,0.83,1.56,0
152.2,2.02,6.77,0.0,11.9,1.46,0
34.36,-34.34,-68.92,4.16,-51.03,-2.25,0
214.0,3.72,15.62,27.99,179.63,2.78,0
143.14,4.8,20.45,0.0,39.49,1.52,0
320.32,-0.42,-2.87,0.0,-18.68,-0.32,0
82.03,4.98,13.12,53.8,0.27,1.42,0
100.24,1.02,4.22,6.0,1.04,0.66,0
95.57,1.43,11.27,0.0,-2.09,0.91,0
105.89,0.81,2.34,28.37,1.67,0.4,0
82.83,1.78,6.22,0.0,8.7,0.84,0
102.71,-3.53,-2.32,42.9,-12.01,-0.68,0
1069.54,0.03,0.54,0.0,7.91,0.03,0
392.12,0.26,1.67,38.6,30.57,0.2,0
111.36,-31.67,-41.11,0.0,-6.31,-12.95,0
57.87,0.49,43.91,13.12,16.25,0.32,0
134.07,4.96,34.58,0.0,23.03,2.72,0
120.73,0.19,-0.07,0.0,9.37,0.13,0
158.51,0.92,3.1,21.6,-7.67,0.65,0
102.27,1.48,5.19,28.69,-18.07,0.65,0
114.16,-4.87,40.92,10.73,760.97,-2.44,0
65.25,-1.38,32.83,0.0,-12.11,-0.69,0
239.33,5.62,21.41,0.0,-10.96,4.07,0
70.07,-0.74,-1.03,0.0,-20.91,-0.41,0
269.53,-3.04,-17.06,0.0,-141.21,-2.02,0
370.18,3.01,8.92,0.0,-5.57,2.35,0
67.23,2.03,6.27,0.0,-1.5,0.82,0
70.99,-8.09,70.57,8.51,-44.58,-3.21,1
208.5,0.82,2.38,0.0,52.18,0.58,0
359.63,2.35,-2.91,0.0,14.97,1.72,1
354.87,3.14,11.61,17.95,114.06,2.68,0
148.21,-12.06,95.19,22.1,38.17,-5.26,0
75.7,3.39,7.73,22.2,21.23,2.04,0
90.13,-2.17,-11.31,0.0,-5.36,-1.52,0
128.65,-1.72,-9.51,24.55,13.2,-0.68,0
363.92,4.11,13.7,17.55,-3.55,3.37,0
157.32,1.16,5.69,0.0,5.54,0.5,0
150.81,2.42,6.09,27.31,-8.41,0.93,0
480.28,3.8,14.58,22.5,1.02,3.26,0
100.75,-34.34,-72.95,26.68,-165.02,-5.61,0
149.9,-7.24,-22.72,0.0,-74.36,-1.55,0
58.51,-6.86,-24.35,0.0,10.25,-3.64,0
52.17,0.0,28.21,20.75,17.14,0.0,0
48.48,-1.56,-7.02,11.97,31.29,-0.88,0
351.35,-1.74,-4.42,0.0,-23.74,-1.43,0
393.85,0.0,10.95,27.1,25.27,0.0,0
368.02,5.35,21.14,4.13,27.71,5.05,0
28.6,-10.47,70.81,4.82,-142.46,-2.77,0
29.32,1.2,-4.34,0.0,-1.91,0.33,0
316.3,0.0,1.23,16.55,-22.94,0.0,0
68.25,-1.23,-3.78,0.0,49.61,-0.47,0
112.07,2.22,6.08,0.0,37.35,0.59,0
36.7,-2.4,-9.42,0.0,-15.63,-1.0,0
117.69,0.49,-3.14,12.91,6.84,0.29,0
143.69,0.0,87.88,20.77,-29.35,0.0,1
533.53,-11.24,-41.26,0.0,-63.05,-7.37,1
81.97,0.49,1.98,7.97,122.24,0.28,0
304.3,0.4,10.04,0.0,-15.11,0.27,0
39.38,2.61,9.52,0.0,40.56,1.11,0
28.6,-34.34,309.28,3.5,-18.06,-12.95,1
178.14,0.0,12.58,16.42,47.85,0.0,0
369.17,1.55,3.58,0.0,9.32,1.19,0
592.13,0.26,-1.04,0.0,-53.41,0.2,0
279.7,-0.77,-2.54,0.0,-86.87,-0.48,0
257.09,0.98,-3.66,17.33,19.97,0.71,1
232.53,0.0,3.21,0.0,-8.53,0.0,1
332.73,0.37,-3.13,6.96,-16.01,0.27,1
113.44,2.84,19.37,14.14,-15.21,1.65,0
186.58,0.89,16.12,26.14,-7.0,0.42,0
102.36,0.0,8.81,13.13,-19.66,0.0,0
31.95,1.97,7.14,6.72,16.49,1.34,0
120.73,-1.78,-0.99,0.0,4.31,-1.0,0
87.23,0.51,4.31,0.0,66.28,0.3,0
113.64,10.73,-54.15,38.9,-0.47,5.35,0
211.18,-1.99,-6.94,15.24,-38.45,-1.48,0
172.37,0.11,-0.49,0.0,6.7,0.08,1
917.82,-1.93,-7.77,19.22,-84.72,-1.52,0
125.85,1.54,3.58,0.0,-20.45,1.04,0
56.63,6.54,29.95,4.74,-31.55,3.92,0
